id,title,dblp_key,publication_type,year,journal,booktitle,source_pids
780,Hierarchical Chunking during Learning of Visuomotor Sequences,DBLP:conf/ijcnn/MiyapuramBPAD06,conference,2006,,"Proceedings of the International Joint Conference on Neural Networks,
IJCNN 2006, part of the IEEE World Congress on Computational Intelligence,
WCCI 2006, Vancouver, BC, Canada, 16-21 July 2006",50/1424
1082,Identification of Printing Process Using HSV Colour Space,DBLP:conf/accv/DasariB06,conference,2006,,"Computer Vision - ACCV 2006, 7th Asian Conference on Computer Vision,
Hyderabad, India, January 13-16, 2006, Proceedings, Part II",91/1525
962,Indirect Authorization Topologies for Grid Access Control,DBLP:conf/cit/GeethakumariNS06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",73/4368
1102,Language identification from small text samples,DBLP:journals/jql/MurthyK06,article,2006,J. Quant. Linguistics,,94/4013
477,Mobile Host: A Feasibility Analysis of Mobile Web Service Provisioning,DBLP:conf/caise/SriramaJP06,conference,2006,,"Proceedings of the CAiSE*06 Workshop on Ubiquitous Mobile Information
and Collaboration Systems UMICS '06, Luxemburg, June 5-9, 2006",09/1571
480,Mobile Social Software for Cultural Heritage Management,DBLP:conf/otm/CaoSCK06,conference,2006,,"On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops,
OTM Confederated International Workshops and Posters, AWeSOMe, CAMS,
COMINF, IS, KSinBIT, MIOS-CIAO, MONET, OnToContent, ORM, PerSys, OTM
Academy Doctoral Consortium, RDDS, SWWS, and SeBGIS 2006, Montpellier,
France, October 29 - November 3, 2006. Proceedings, Part I",09/1571
476,Mobile Web Service Provisioning,DBLP:conf/aict/SriramaJP06,conference,2006,,"Advanced International Conference on Telecommunications and International
Conference on Internet and Web Applications and Services (AICT/ICIW
2006), 19-25 February 2006, Guadeloupe, French Caribbean",09/1571
481,Mobile Web Services for Collaborative Learning,DBLP:conf/wmte/ChattiSKC06,conference,2006,,"4th IEEE International Workshop on Wireless and Mobile Technologies
in Education, WMTE 2006, Athens, Greece, November 16-17, 2006",09/1571
781,MultisensorData Fusion Using Neural Networks,DBLP:conf/ijcnn/YadaiahSBRDN06,conference,2006,,"Proceedings of the International Joint Conference on Neural Networks,
IJCNN 2006, part of the IEEE World Congress on Computational Intelligence,
WCCI 2006, Vancouver, BC, Canada, 16-21 July 2006",50/1424;73/4368
1169,Multi Unit Auctions with Constraints in Financial Domain,DBLP:conf/wecwis/DaniPG06,conference,2006,,"Eighth IEEE International Conference on E-Commerce Technology (CEC
2006) / Third IEEE International Conference on Enterprise Computing,
E-Commerce and E-Services (EEE 2006) and Workshops, 26-29 June 2006,
Palo Alto, California, USA",95/6184
1168,New Malicious Code Detection Using Variable Length \emphn-grams,DBLP:conf/iciss/ReddyDP06,conference,2006,,"Information Systems Security, Second International Conference, ICISS
2006, Kolkata, India, December 19-21, 2006, Proceedings",95/6184
1280,On Constructing Fibred Tableaux for BDI Logics,DBLP:conf/pricai/PadmanabhanG06,conference,2006,,"PRICAI 2006: Trends in Artificial Intelligence, 9th Pacific Rim
International Conference on Artificial Intelligence, Guilin, China,
August 7-11, 2006, Proceedings",98/255
1276,Process modelling: the deontic way,DBLP:conf/apccm/PadmanabhanGSCR06,conference,2006,,"Conceptual Modelling 2006, Third Asia-Pacific Conference on Conceptual
Modelling (APCCM 2005), Hobart, Tasmania, Australia, January 16-19
2006",98/255
777,"Promoter Recognition using dinucleotide Features : A Case Study
for E.Coli",DBLP:conf/cit/RaniBB06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",50/1424;51/1349;63/2890
479,Publishing and Discovery of Mobile Web Services in Peer to Peer Networks,DBLP:conf/mspe/Srirama06,conference,2006,,"Mobile Services and Personalized Environments. Proceedings of the
First International Workshop on Mobile Services and Personalized Environments,
November 16-17, 2006 in Aachen",09/1571
1279,Rule-Based Agents in Temporalised Defeasible Logic,DBLP:conf/pricai/GovernatoriPR06,conference,2006,,"PRICAI 2006: Trends in Artificial Intelligence, 9th Pacific Rim
International Conference on Artificial Intelligence, Guilin, China,
August 7-11, 2006, Proceedings",98/255
1277,The cost of social agents,DBLP:conf/atal/GovernatoriRP06,conference,2006,,"5th International Joint Conference on Autonomous Agents and Multiagent
Systems (AAMAS 2006), Hakodate, Japan, May 8-12, 2006",98/255
1103,UCSG Shallow Parser,DBLP:conf/cicling/KumarM06,conference,2006,,"Computational Linguistics and Intelligent Text Processing, 7th International
Conference, CICLing 2006, Mexico City, Mexico, February 19-25, 2006,
Proceedings",94/4013
1275,Using a temporal constraint network for business process execution,DBLP:conf/adc/LuSPG06,conference,2006,,"Database Technologies 2006, Proceedings of the 17th Australasian Database
Conference, ADC 2006, Hobart, Tasmania, Australia, January 16-19
2006",98/255
1173,A Fast Host-Based Intrusion Detection System Using Rough Set Theory,DBLP:journals/trs/RawatGP05,article,2005,Trans. Rough Sets,,95/6184
968,A Hybrid Method to Intrusion Detection Systems Using HMM,DBLP:conf/icdcit/RamanN05,conference,2005,,"Distributed Computing and Internet Technology, Second International
Conference, ICDCIT 2005, Bhubaneswar, India, December 22-24, 2005,
Proceedings",73/4368
900,A note on finding a maximum clique in a graph using BDDs,DBLP:journals/ajc/BansalV05,article,2005,Australas. J Comb.,,66/8044
1170,Appcast: a low stress and high stretch overlay protocol,DBLP:journals/ijguc/RadhaGP05,article,2005,Int. J. Grid Util. Comput.,,95/6184
1175,Auction Based System for Electronic Commerce Transaction,DBLP:conf/iceis/DaniGP05,conference,2005,,"ICEIS 2005, Proceedings of the Seventh International Conference
on Enterprise Information Systems, Miami, USA, May 25-28, 2005",95/6184
1084,Classification of Liquid and Viscous Inks using HSV Colour Space,DBLP:conf/icdar/BhagvatiD05,conference,2005,,"Eighth International Conference on Document Analysis and Recognition
(ICDAR 2005), 29 August - 1 September 2005, Seoul, Korea",91/1525
1174,Continuous Call Double Auctions with Indivisibility Constraints,DBLP:conf/eee/DaniPG05,conference,2005,,"2005 IEEE International Conference on e-Technology, e-Commerce,
and e-Services (EEE 2005), 29 March - 1 April 2005, Hong Kong, China",95/6184
1176,Design of Continuous Call Market with Assignment Constraints,DBLP:conf/iceis/DaniGP05a,conference,2005,,"ICEIS 2005, Proceedings of the Seventh International Conference
on Enterprise Information Systems, Miami, USA, May 25-28, 2005",95/6184
1083,Distance Measures in RGB and HSV Color Spaces,DBLP:conf/cata/HarithaBJ05,conference,2005,,"20th International Conference on Computers and Their Applications,
CATA 2005, March 16-18, 2005, Holiday Inn Downtown-Superdome Hotel,
New Orleans, Louisiana, USA, Proceedings",91/1525
1018,Domain Consistency in Requirements Specification,DBLP:conf/qsic/AcharyaGM05,conference,2005,,"Fifth International Conference on Quality Software (QSIC 2005),
19-20 September 2005, Melbourne, Australia",74/5678
966,Dynamic Delegation Approach for Access Control in Grids,DBLP:conf/eScience/GeethakumariNS05,conference,2005,,"First International Conference on e-Science and Grid Technologies
(e-Science 2005), 5-8 December 2005, Melbourne, Australia",73/4368
1177,Episode Based Masquerade Detection,DBLP:conf/iciss/DashRP05,conference,2005,,"Information Systems Security, First International Conference, ICISS
2005, Kolkata, India, December 19-21, 2005, Proceedings",95/6184
285,Fuzzy Rough Bags,DBLP:conf/iicai/GanesanR05,conference,2005,,"Proceedings of the 2nd Indian International Conference on Artificial
Intelligence, Pune, India, December 20-22, 2005",07/5281-1
1171,"Gossip Codes for Fingerprinting: Construction, Erasure Analysis and
Pirate Tracing",DBLP:journals/jucs/VeerubhotlaSGP05,article,2005,J. Univers. Comput. Sci.,,95/6184
1179,"Gossip Codes for Fingerprinting: Construction, Erasure Analysis and
Pirate Tracing",DBLP:journals/corr/abs-cs-0505062,article,2005,CoRR,,95/6184
785,Intrusion Detection System Using Sequence and Set Preserving Metric,DBLP:conf/isi/KumarRKBL05,conference,2005,,"Intelligence and Security Informatics, IEEE International Conference
on Intelligence and Security Informatics, ISI 2005, Atlanta, GA,
USA, May 19-20, 2005, Proceedings",50/1424
1178,Minimality and Convexity Properties in Spatial CSPs,DBLP:conf/ictai/ChandraP05,conference,2005,,"17th IEEE International Conference on Tools with Artificial Intelligence
(ICTAI 2005), 14-16 November 2005, Hong Kong, China",95/6184
1281,Observation-based Model for BDI-Agents,DBLP:conf/aaai/SuSWLGP05,conference,2005,,"Proceedings, The Twentieth National Conference on Artificial Intelligence
and the Seventeenth Innovative Applications of Artificial Intelligence
Conference, July 9-13, 2005, Pittsburgh, Pennsylvania, USA",98/255
965,"Open Source Adoption and Use: A Comparative Study Between Groups
in the US and India",DBLP:conf/amcis/VermaJN05,conference,2005,,"A Conference on a Human Scale. 11th Americas Conference on Information
Systems, AMCIS 2005, Omaha, Nebraska, USA, August 11-14, 2005",73/4368
1172,"QROCK: A quick version of the ROCK algorithm for clustering
of categorical data",DBLP:journals/prl/DuttaMP05,article,2005,Pattern Recognit. Lett.,,95/6184
1016,"Resilient Dissemination of Events in a Large-Scale Event Notification
Service System",DBLP:conf/eee/LwinMGC05,conference,2005,,"2005 IEEE International Conference on e-Technology, e-Commerce,
and e-Services (EEE 2005), 29 March - 1 April 2005, Hong Kong, China",74/5678
784,"Role of presynaptic reuptake on dopamine modulation of cortico-striatal
activity in TD learning",DBLP:conf/ijcnn/WanjerkhedeB05,conference,2005,,"IEEE International Joint Conference on Neural Networks, IJCNN
2005, Montreal, QC, Canada, July 31 - August 4, 2005",50/1424
1085,Texture element feature characterizations for CBIR,DBLP:conf/igarss/JalajaBDP05,conference,2005,,"IEEE International Geoscience & Remote Sensing Symposium, IGARSS
2005, July 25-29, 2005, Seoul, Korea, Proceedings",91/1525;95/6184
1017,"Tracking of Mobile Terminals Using Subscriber Mobility Pattern with
Time-Bound Self Purging Indicators and Regional Route Maps",DBLP:conf/iwdc/GhoshAMSM05,conference,2005,,"Distributed Computing - IWDC 2005, 7th International Workshop, Kharagpur,
India, December 27-30, 2005, Proceedings",74/5678
97,Two New Heuristics for the Equal Piles Problem,DBLP:conf/iicai/SinghG05,conference,2005,,"Proceedings of the 2nd Indian International Conference on Artificial
Intelligence, Pune, India, December 20-22, 2005",01/1744-1
782,"Using Sub-sequence Information with kNN for Classification of Sequential
Data",DBLP:conf/icdcit/KumarRKB05,conference,2005,,"Distributed Computing and Internet Technology, Second International
Conference, ICDCIT 2005, Bhubaneswar, India, December 22-24, 2005,
Proceedings",50/1424
783,Web Usage Mining Using Rough Agglomerative Clustering,DBLP:conf/iceis/KumarKDB05,conference,2005,,"ICEIS 2005, Proceedings of the Seventh International Conference
on Enterprise Information Systems, Miami, USA, May 25-28, 2005",50/1424
967,Zone Identification in the Printed Gujarati Text,DBLP:conf/icdar/DholakiaNM05,conference,2005,,"Eighth International Conference on Document Analysis and Recognition
(ICDAR 2005), 29 August - 1 September 2005, Seoul, Korea",73/4368
1182,A Balanced Multicast Overlay Protocol - Appcast,DBLP:conf/aina/RadhaGP04,conference,2004,,"18th International Conference on Advanced Information Networking and
Applications (AINA 2004), 29-31 March 2004, Fukuoka, Japan",95/6184
1181,"An intelligent character recognizer for Telugu scripts using multiresolution
analysis and associative memory",DBLP:journals/ivc/PujariNRJ04,article,2004,Image Vis. Comput.,,95/6184
1185,"A Novel Heuristic to Solve IA Network by Convex Approximation and
Weights",DBLP:conf/pricai/PujariA04,conference,2004,,"PRICAI 2004: Trends in Artificial Intelligence, 8th Pacific Rim
International Conference on Artificial Intelligence, Auckland, New
Zealand, August 9-13, 2004, Proceedings",95/6184
1086,"A wavelet based multiresolution algorithm for rotation invariant feature
extraction",DBLP:journals/prl/SastryPDB04,article,2004,Pattern Recognit. Lett.,,91/1525;95/6184
1088,Bitplane Based Area Morphology for CBIR,DBLP:conf/icvgip/KumarBPD04,conference,2004,,"ICVGIP 2004, Proceedings of the Fourth Indian Conference on Computer
Vision, Graphics & Image Processing, Kolkata, India, December 16-18,
2004",91/1525;95/6184
1022,Causal Ordering in Event Notification Service Systems for Mobile Users,DBLP:conf/itcc/LwinMG04,conference,2004,,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 2, April 5-7, 2004, Las Vegas, Nevada, USA",74/5678
787,Chunking Phenomenon in Complex Sequential Skill Learning in Humans,DBLP:conf/iconip/PammiMBD04,conference,2004,,"Neural Information Processing, 11th International Conference, ICONIP
2004, Calcutta, India, November 22-25, 2004, Proceedings",50/1424
1283,"Comments on ""Information Distortion in a Supply Chain: The Bullwhip
Effect""",DBLP:journals/mansci/LeePW04a,article,2004,Manag. Sci.,,98/255
1087,Content Based Retrieval of Emotions in Face Images,DBLP:conf/icvgip/NileemaCBPD04,conference,2004,,"ICVGIP 2004, Proceedings of the Fourth Indian Conference on Computer
Vision, Graphics & Image Processing, Kolkata, India, December 16-18,
2004",91/1525;95/6184
1239,Design of Neuro-fuzzy Controller Based on Dynamic Weights Updating,DBLP:conf/cit/HafezAA04,conference,2004,,"Intelligent Information Technology, 7th International Conference on
Information Technology, CIT 2004, Hyderabad, India, December 20-23,
2004, Proceedings",97/3869
1023,"Distributed Computing and Internet Technology, First International
Conference, ICDCIT 2004, Bhubaneswar, India, December 22-24, 2004,
Proceedings",DBLP:conf/icdcit/2004,proceedings,2004,,,74/5678
1183,Efficient Multicast E-Services Over APPCAST,DBLP:conf/itcc/RadhaGP04,conference,2004,,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 2, April 5-7, 2004, Las Vegas, Nevada, USA",95/6184
869,EvIA - Evidential Interval Algebra and Heuristic Backtrack-Free Algorithm,DBLP:journals/constraints/BhavaniP04,article,2004,Constraints An Int. J.,,63/2890;95/6184
1180,"Frequency- and ordering-based similarity measure for host-based intrusion
detection",DBLP:journals/imcs/RawatGP04,article,2004,Inf. Manag. Comput. Secur.,,95/6184
1238,Fuzzy based resource management framework for high throughput computing,DBLP:conf/ccgrid/KumarAK04,conference,2004,,"4th IEEE/ACM International Symposium on Cluster Computing and the
Grid (CCGrid 2004), April 19-22, 2004, Chicago, Illinois, USA",97/3869
1282,Information Distortion in a Supply Chain: The Bullwhip Effect,DBLP:journals/mansci/LeePW04,article,2004,Manag. Sci.,,98/255
1020,"Just-in-Time Delivery of Events in Event Notification Service Systems
for Mobile Users",DBLP:conf/intellcomm/LwinMG04,conference,2004,,"Intelligence in Communication Systems, IFIP International Conference,
INTELLCOMM 2004, Bangkok, Thailand, November 23-26, 2004, Proceedings",74/5678
1021,NICD: A Novel Indexless Wireless On-Demand Data Broadcast Algorithm,DBLP:conf/itcc/RamanaiahM04,conference,2004,,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 2, April 5-7, 2004, Las Vegas, Nevada, USA",74/5678
